Manufacturer,Model,Efficiency Rating,Noise Rating,Total Score,Relative Performance,Average Efficiency [%],Average Efficiency (20-80W) [%],Efficiency 2% [%],Avg Noise Output [dB(A)],Report Date,Report_links,Report
Thermaltake,Toughpower GF1 ARGB 850W,PLATINUM,Standard++,81.3373,85.70,89.228,81.947,70.579,34.77,2019-05-28,['https://www.cybenetics.com/evaluations/psus/740/'],
Thermaltake,Toughpower GF2 ARGB 650W,GOLD,Standard++,80.0742,84.37,88.679,78.334,50.868,34.51,2021-03-23,['https://www.cybenetics.com/evaluations/psus/1817/'],
Thermaltake,Toughpower GF2 ARGB 750W,GOLD,Standard++,80.1708,84.47,88.917,75.011,44.542,34.42,2021-03-22,['https://www.cybenetics.com/evaluations/psus/1816/'],
Thermaltake,Toughpower GF2 ARGB 850W,PLATINUM,Standard++,81.4217,85.79,89.025,77.454,56.515,34.51,2021-03-22,['https://www.cybenetics.com/evaluations/psus/1815/'],
Thermaltake,Toughpower GF3 1000W,GOLD,Standard+,85.1173,89.68,88.619,84.340,79.663,37.48,2022-10-10,['https://www.cybenetics.com/evaluations/psus/2072/'],
Thermaltake,Toughpower GF3 1200W,GOLD,Standard,87.6608,92.36,88.901,83.332,79.140,40.90,2022-10-05,['https://www.cybenetics.com/evaluations/psus/2073/'],
Thermaltake,Toughpower GF3 1350W,PLATINUM,Standard,87.6916,92.39,89.445,78.217,75.344,41.53,2022-10-14,['https://www.cybenetics.com/evaluations/psus/2077/'],
Thermaltake,Toughpower GF3 1650W,PLATINUM,,84.3807,88.90,89.763,74.932,71.010,45.58,2022-10-21,['https://www.cybenetics.com/evaluations/psus/2080/'],
Thermaltake,Toughpower GF3 750W,GOLD,A-,85.2907,89.86,88.430,83.404,75.039,27.02,2022-09-19,['https://www.cybenetics.com/evaluations/psus/2065/'],
Thermaltake,Toughpower GF3 850W,GOLD,A-,84.1094,88.62,87.903,82.221,74.570,29.81,2022-09-21,['https://www.cybenetics.com/evaluations/psus/2066/'],
Thermaltake,Toughpower GF3 ARGB 750W,PLATINUM,Standard+,82.9162,87.36,89.007,79.958,75.096,36.19,2023-03-17,['https://www.cybenetics.com/evaluations/psus/2155/'],
Thermaltake,Toughpower GF3 ARGB 850W,PLATINUM,A-,83.1625,87.62,89.135,79.400,77.979,29.95,2023-03-22,['https://www.cybenetics.com/evaluations/psus/2158/'],
Thermaltake,Toughpower Grand Gold 650W,GOLD,A-,73.1558,77.08,88.838,80.550,62.497,29.30,2018-09-23,['https://www.cybenetics.com/evaluations/psus/483/'],
Thermaltake,Toughpower Grand Gold 750W,GOLD,A-,73.7884,77.74,88.863,80.553,64.572,29.31,2018-09-24,['https://www.cybenetics.com/evaluations/psus/482/'],
Thermaltake,Toughpower Grand Gold 850W,GOLD,A-,73.7051,77.66,88.962,77.724,58.956,29.45,2018-09-19,['https://www.cybenetics.com/evaluations/psus/478/'],
Thermaltake,Toughpower Grand RGB 1050W Platinum,PLATINUM,Standard++,85.7024,90.30,89.714,77.469,67.051,34.96,2019-09-24,['https://www.cybenetics.com/evaluations/psus/852/'],
Thermaltake,Toughpower Grand RGB 1050W Platinum (#2),PLATINUM,Standard++,87.7501,92.45,89.741,77.844,65.027,34.17,2020-02-19,['https://www.cybenetics.com/evaluations/psus/1601/'],
Thermaltake,Toughpower Grand RGB 1200W Platinum,PLATINUM,Standard++,84.7656,89.31,89.944,74.730,-,32.74,2018-10-15,['https://www.cybenetics.com/evaluations/psus/199/'],
Thermaltake,Toughpower Grand RGB 750W,PLATINUM,Standard+,79.3918,83.65,89.827,-,-,36.86,2017-02-10,['https://www.cybenetics.com/evaluations/psus/52/'],
Thermaltake,Toughpower Grand RGB 850W Platinum,PLATINUM,Standard++,83.4082,87.88,90.258,79.828,65.877,31.18,2019-09-25,['https://www.cybenetics.com/evaluations/psus/853/'],
Thermaltake,Toughpower Grand RGB 850W Platinum (#2),PLATINUM,Standard++,82.7139,87.15,90.434,80.834,66.795,33.78,2020-02-03,['https://www.cybenetics.com/evaluations/psus/1599/'],
Thermaltake,Toughpower iRGB Plus 1200W Platinum,PLATINUM,Standard++,84.4362,88.96,89.708,71.472,-,32.10,2018-10-13,['https://www.cybenetics.com/evaluations/psus/198/'],
Thermaltake,Toughpower PF1 1050W,PLATINUM,Standard+,84.3043,88.82,90.552,78.808,69.704,39.00,2022-07-26,['https://www.cybenetics.com/evaluations/psus/2046/'],
Thermaltake,Toughpower PF1 650W,PLATINUM,A,80.7117,85.04,90.773,83.844,68.276,23.08,2020-09-03,['https://www.cybenetics.com/evaluations/psus/1711/'],
Thermaltake,Toughpower PF1 750W,PLATINUM,A-,78.3517,82.55,90.634,83.725,71.384,27.02,2020-09-09,['https://www.cybenetics.com/evaluations/psus/1713/'],
Thermaltake,Toughpower PF1 750W (#2),PLATINUM,Standard++,82.5465,86.97,90.460,83.470,69.854,31.77,2020-12-18,['https://www.cybenetics.com/evaluations/psus/1768/'],
Thermaltake,Toughpower PF1 850W,PLATINUM,A-,80.3113,84.62,90.030,83.259,73.495,29.24,2020-10-02,['https://www.cybenetics.com/evaluations/psus/1727/'],
Thermaltake,Toughpower PF1 850W (#2),PLATINUM,A-,84.0247,88.53,90.420,82.720,71.271,27.90,2020-12-17,['https://www.cybenetics.com/evaluations/psus/1767/'],
Thermaltake,Toughpower PF1 ARGB 1200W,PLATINUM,Standard+,85.3152,89.89,89.793,76.505,66.687,38.21,2019-06-19,['https://www.cybenetics.com/evaluations/psus/738/'],
Thermaltake,Toughpower PF3 1050W,PLATINUM,Standard++,86.4556,91.09,90.565,80.357,70.999,32.84,2023-10-19,['https://www.cybenetics.com/evaluations/psus/2264/'],
Thermaltake,Toughpower PF3 1200W,PLATINUM,Standard,87.8480,92.56,90.201,78.502,66.334,41.94,2023-10-06,['https://www.cybenetics.com/evaluations/psus/2253/'],
Thermaltake,Toughpower PF3 750W,PLATINUM,A-,87.1065,91.78,90.788,82.773,66.561,29.62,2023-10-27,['https://www.cybenetics.com/evaluations/psus/2271/'],
Thermaltake,Toughpower PF3 850W,PLATINUM,A-,87.6643,92.36,90.769,82.803,69.244,27.36,2023-10-23,['https://www.cybenetics.com/evaluations/psus/2267/'],
Thermaltake,Toughpower SFX 1000W,PLATINUM,Standard++,86.9894,91.65,90.451,81.637,67.911,32.94,2023-01-31,['https://www.cybenetics.com/evaluations/psus/2124/'],
Thermaltake,Toughpower SFX 1000W (ATX v3.1),PLATINUM,Standard++,82.0726,86.47,89.597,80.418,72.005,31.46,2024-09-19,['https://www.cybenetics.com/evaluations/psus/2575/'],
Thermaltake,Toughpower SFX 600W,GOLD,Standard+,62.4574,65.81,88.401,77.718,-,36.51,2018-07-15,['https://www.cybenetics.com/evaluations/psus/142/'],
Thermaltake,Toughpower SFX 750W,PLATINUM,Standard++,80.8357,85.17,90.090,83.390,72.127,34.30,2023-02-08,['https://www.cybenetics.com/evaluations/psus/2128/'],
Thermaltake,Toughpower SFX 750W (ATX v3.1),PLATINUM,A,80.7698,85.10,89.679,80.984,68.923,21.93,2024-09-27,['https://www.cybenetics.com/evaluations/psus/2583/'],
Thermaltake,Toughpower SFX 850W,PLATINUM,Standard+,80.6188,84.94,89.953,83.263,75.683,37.35,2023-02-01,['https://www.cybenetics.com/evaluations/psus/2125/'],
Thermaltake,Toughpower SFX 850W (ATX v3.1),PLATINUM,A-,81.4911,85.86,89.628,80.335,70.105,25.79,2024-09-24,['https://www.cybenetics.com/evaluations/psus/2580/'],
Thermaltake,Toughpower TF1 1550W,TITANIUM,Standard+,89.5664,94.37,91.051,80.104,75.729,36.88,2021-06-11,['https://www.cybenetics.com/evaluations/psus/1857/'],
Vetroo,1000G5,,,85.5978,90.19,89.571,83.988,78.899,21.67,2023-04-03,['https://www.cybenetics.com/evaluations/psus/2164/'],
Wentai,Aidan 1616W,TITANIUM,Standard+,91.2805,96.17,92.713,80.704,77.432,36.94,2020-01-23,['https://www.cybenetics.com/evaluations/psus/1581/'],
XPG,Core Reactor 650W,PLATINUM,A,83.8160,88.31,89.455,83.791,73.209,22.65,2019-09-26,['https://www.cybenetics.com/evaluations/psus/850/'],
XPG,Core Reactor 750W,GOLD,A-,84.0895,88.60,88.766,82.340,73.449,26.12,2020-03-27,['https://www.cybenetics.com/evaluations/psus/1629/'],
XPG,Core Reactor 850W,PLATINUM,Standard++,83.9121,88.41,89.112,82.093,73.843,30.86,2020-01-17,['https://www.cybenetics.com/evaluations/psus/1573/'],
XPG,Core Reactor II 1000W,PLATINUM,A-,87.0386,91.70,89.071,83.931,78.306,27.43,2023-09-25,['https://www.cybenetics.com/evaluations/psus/2244/'],
XPG,Core Reactor II 1200W,PLATINUM,Standard+,89.2260,94.01,89.237,80.315,76.370,35.15,2023-12-02,['https://www.cybenetics.com/evaluations/psus/2298/'],
XPG,Core Reactor II 650W,PLATINUM,Standard++,84.6064,89.14,89.118,82.349,73.200,31.57,2023-08-24,['https://www.cybenetics.com/evaluations/psus/2218/'],
XPG,Core Reactor II 750W,PLATINUM,A-,84.3435,88.87,89.153,81.265,71.281,26.05,2023-07-31,['https://www.cybenetics.com/evaluations/psus/2217/'],
XPG,Core Reactor II 850W,PLATINUM,Standard++,85.7525,90.35,89.464,80.567,71.503,32.43,2023-07-31,['https://www.cybenetics.com/evaluations/psus/2216/'],
XPG,Core Reactor II VE 650,GOLD,A-,79.7825,84.06,88.586,83.374,73.822,29.41,2024-04-04,['https://www.cybenetics.com/evaluations/psus/2403/'],
XPG,Core Reactor II VE 750,GOLD,Standard++,80.4404,84.75,88.316,82.703,74.344,32.06,2024-03-29,['https://www.cybenetics.com/evaluations/psus/2401/'],
XPG,Core Reactor II VE 850,GOLD,A-,82.3302,86.74,88.640,81.261,72.580,27.15,2024-03-26,['https://www.cybenetics.com/evaluations/psus/2397/'],
XPG,Cybercore 1000 Platinum,PLATINUM,A-,83.6924,88.18,89.303,76.755,66.799,29.82,2022-03-28,['https://www.cybenetics.com/evaluations/psus/1994/'],
XPG,Cybercore 1300 Platinum,PLATINUM,A-,86.6551,91.30,89.053,77.149,70.911,28.73,2022-03-21,['https://www.cybenetics.com/evaluations/psus/1990/'],
XPG,Cybercore II 1000 Platinum,PLATINUM,A-,87.1460,91.82,90.026,79.336,74.728,29.66,2022-10-10,['https://www.cybenetics.com/evaluations/psus/2074/'],
XPG,Cybercore II 1300 Platinum,PLATINUM,A-,88.0821,92.80,89.428,77.336,71.042,29.69,2022-10-10,['https://www.cybenetics.com/evaluations/psus/2075/'],
XPG,Fusion 1600W Titanium,TITANIUM,Standard++,90.7730,95.64,91.377,79.505,77.754,31.82,2023-05-19,['https://www.cybenetics.com/evaluations/psus/2181/'],
XPG,KYBER 650,GOLD,Standard++,73.9238,77.89,88.214,81.903,63.829,31.87,2023-08-17,['https://www.cybenetics.com/evaluations/psus/2219/'],
XPG,KYBER 750,GOLD,A-,76.3830,80.48,88.915,81.741,65.565,29.50,2023-08-17,['https://www.cybenetics.com/evaluations/psus/2221/'],
XPG,KYBER 850,PLATINUM,Standard++,75.5576,79.61,89.011,80.739,65.531,30.41,2023-08-23,['https://www.cybenetics.com/evaluations/psus/2224/'],
XPG,Pylon 450W,BRONZE,A-,72.5306,76.42,83.962,77.932,57.381,28.03,2021-01-20,['https://www.cybenetics.com/evaluations/psus/1781/'],
XPG,Pylon 550W,BRONZE,Standard++,72.4429,76.33,84.938,80.111,62.839,31.89,2021-01-20,['https://www.cybenetics.com/evaluations/psus/1780/'],
XPG,Pylon 650W,SILVER,Standard++,71.9388,75.80,85.443,80.288,65.084,33.42,2021-01-19,['https://www.cybenetics.com/evaluations/psus/1779/'],
XPG,Pylon 750W,SILVER,A-,69.6366,73.37,85.796,79.867,66.738,29.81,2021-01-14,['https://www.cybenetics.com/evaluations/psus/1778/'],
Zalman,Acrux II 1000W,TITANIUM,A+,84.3972,88.92,91.171,81.409,-,18.17,2025-05-28,['https://www.cybenetics.com/evaluations/psus/2837/'],
Zalman,Acrux II 1200W,PLATINUM,A+,85.2244,89.79,90.405,79.090,-,18.29,2025-05-05,['https://www.cybenetics.com/evaluations/psus/2802/'],
Zalman,Acrux II 850W,PLATINUM,A+,78.5662,82.78,90.329,80.801,-,17.81,2025-06-04,['https://www.cybenetics.com/evaluations/psus/2843/'],
Zalman,EBT 1000W,SILVER,Standard+,72.3113,76.19,88.656,73.373,-,37.07,2018-06-13,['https://www.cybenetics.com/evaluations/psus/127/'],
Zalman,EBT 750W,GOLD,Standard++,62.2008,65.54,88.066,75.730,-,33.39,2018-06-13,['https://www.cybenetics.com/evaluations/psus/126/'],
Zalman,TeraMax II 1000W,PLATINUM,A-,82.0473,86.45,89.027,75.826,64.100,29.38,2022-12-30,['https://www.cybenetics.com/evaluations/psus/2104/'],
Zalman,TeraMax II 1200W,PLATINUM,Standard+,81.3756,85.74,89.211,75.570,67.175,35.44,2022-12-28,['https://www.cybenetics.com/evaluations/psus/2103/'],
Zalman,TeraMax II 750W,PLATINUM,A-,74.6655,78.67,89.400,80.482,67.291,27.38,2023-03-16,['https://www.cybenetics.com/evaluations/psus/2154/'],
Zalman,TeraMax II 850W,PLATINUM,A-,73.3225,77.25,89.162,80.264,66.827,28.38,2023-01-03,['https://www.cybenetics.com/evaluations/psus/2107/'],
Zalman,TeraMax II SE 1000W,PLATINUM,A-,78.6522,82.87,89.053,77.401,69.648,29.99,2024-09-12,['https://www.cybenetics.com/evaluations/psus/2567/'],
Zalman,TeraMax II SE 750W,GOLD,A,76.0821,80.16,88.672,81.349,-,22.98,2025-01-29,['https://www.cybenetics.com/evaluations/psus/2726/'],
Zalman,TeraMax II SE 850W,GOLD,A,79.1989,83.44,88.820,80.041,-,23.83,2025-01-27,['https://www.cybenetics.com/evaluations/psus/2723/'],
ZHONG YUAN POWER,GX1000,PLATINUM,A++,85.4029,89.98,89.950,80.010,-,7.65,2024-12-13,['https://www.cybenetics.com/evaluations/psus/2680/'],
ZHONG YUAN POWER,GX850,PLATINUM,A+,89.6923,94.50,89.965,79.415,64.103,18.31,2024-02-12,['https://www.cybenetics.com/evaluations/psus/2350/'],
ZHONG YUAN POWER,SFX-850GM,PLATINUM,A,91.0268,95.91,89.949,80.005,69.854,20.31,2024-07-18,['https://www.cybenetics.com/evaluations/psus/2511/'],
